Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Year_Built,Floors,Garage,Lot_Size,Condition,House_Age,Total_Rooms,Luxury_Score,Price_per_SqFt
3000.0,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",4,65000000,Ready_to_move,New_Property,Builder_Floor,20930.0,2012,1,2,3000.0,Good,14,9.0,4.0,21666.666666666668
700.0,2,2,Unfurnished,"Ram Nagar, Shahdara",1,4600000,Ready_to_move,New_Property,Builder_Floor,,2011,13,0,700.0,Good,15,4.0,2.0,6571.428571428572
750.0,2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",1,9200000,Ready_to_move,Resale,Builder_Floor,,2009,2,0,750.0,Average,17,4.0,2.5,12266.666666666666
1350.0,4,3,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2,9500000,Ready_to_move,Resale,Apartment,,2019,10,1,1350.0,Excellent,7,7.0,4.0,7037.037037037037
900.0,2,2,Semi-Furnished,"Naveen Shahdara, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,,2003,6,0,900.0,Average,23,4.0,2.5,5000.0
970.0,3,2,Semi-Furnished,"Balbir Nagar, Shahdara",1,6500000,Ready_to_move,Resale,Builder_Floor,,2023,12,0,970.0,Excellent,3,5.0,4.0,6701.030927835051
1000.0,3,2,Furnished,"Rohitash Nagar East, Shahdara",1,5650000,Ready_to_move,Resale,Builder_Floor,,2005,1,0,1000.0,Average,21,5.0,3.5,5650.0
1425.0,3,3,Semi-Furnished,"Naveen Shahdara, Shahdara",1,9300000,Ready_to_move,Resale,Builder_Floor,6526.0,2011,14,0,1425.0,Good,15,6.0,3.0,6526.315789473684
440.0,2,2,Unfurnished,Shahdara,1,2700000,Ready_to_move,Resale,Apartment,6526.0,2011,11,0,440.0,Good,15,4.0,2.0,6136.363636363636
1017.0,2,2,Furnished,"Vishwas Nagar, Shahdara",1,6500000,Ready_to_move,New_Property,Builder_Floor,6526.0,2020,7,0,1017.0,Excellent,6,4.0,5.0,6391.347099311701
650.0,2,2,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1,5800000,Ready_to_move,Resale,Apartment,6526.0,2008,4,0,650.0,Average,18,4.0,2.5,8923.076923076924
950.0,3,2,Semi-Furnished,Shahdara,1,5500000,Ready_to_move,Resale,Apartment,6526.0,2004,15,0,950.0,Average,22,5.0,2.5,5789.473684210527
810.0,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,Resale,Builder_Floor,6526.0,1996,5,0,810.0,Fair,30,5.0,2.0,7407.407407407408
750.0,2,2,Unfurnished,"Balbir Nagar, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6526.0,2006,8,0,750.0,Average,20,4.0,1.5,6000.0
990.0,2,2,Semi-Furnished,Shahdara,2,4100000,Ready_to_move,Resale,Builder_Floor,6526.0,2019,6,1,990.0,Excellent,7,4.0,5.0,4141.414141414141
800.0,3,2,Semi-Furnished,"Ram Nagar, Shahdara",2,3800000,Ready_to_move,Resale,Builder_Floor,6526.0,1996,4,1,800.0,Fair,30,5.0,3.0,4750.0
675.0,2,1,Unfurnished,Shahdara,1,3300000,Ready_to_move,Resale,Apartment,6526.0,2021,7,0,675.0,Excellent,5,3.0,3.0,4888.888888888889
558.0,2,1,Unfurnished,"Rohtash Nagar, Shahdara",1,2900000,Ready_to_move,New_Property,Builder_Floor,6526.0,2011,3,0,558.0,Good,15,3.0,2.0,5197.132616487455
445.0,2,1,Unfurnished,"Ram Nagar Extension, Shahdara",1,2000000,Ready_to_move,Resale,Builder_Floor,6526.0,2000,1,0,445.0,Fair,26,3.0,1.0,4494.38202247191
360.0,2,1,Unfurnished,"Maujpur, Shahdara",1,1550000,Ready_to_move,New_Property,Builder_Floor,6526.0,2004,5,0,360.0,Average,22,3.0,1.5,4305.555555555556
1350.0,4,3,Semi-Furnished,"Mansarowar Park, Shahdara",1,11300000,Ready_to_move,New_Property,Builder_Floor,6526.0,2012,2,0,1350.0,Good,14,7.0,3.0,8370.37037037037
850.0,3,2,Semi-Furnished,"Gorakh Park West, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6526.0,2005,7,0,850.0,Average,21,5.0,2.5,5294.117647058823
846.0,2,1,Unfurnished,"Shivnam Apartment, Shahdara",1,3300000,Ready_to_move,New_Property,Apartment,3901.0,1999,13,0,846.0,Fair,27,3.0,1.0,3900.709219858156
1300.0,4,3,Furnished,"Mansarowar Park, Shahdara",1,11500000,Ready_to_move,New_Property,Builder_Floor,3901.0,2015,3,0,1300.0,Good,11,7.0,4.0,8846.153846153846
900.0,3,2,Semi-Furnished,"Ram Nagar Extension, Shahdara",1,6000000,Almost_ready,New_Property,Builder_Floor,3901.0,2015,1,0,900.0,Good,11,5.0,3.0,6666.666666666667
1050.0,3,2,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1,9000000,Ready_to_move,Resale,Apartment,3901.0,1999,2,0,1050.0,Fair,27,5.0,2.0,8571.42857142857
850.0,2,2,Furnished,"Jyoti Colony, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,3901.0,2004,8,0,850.0,Average,22,4.0,3.5,5294.117647058823
1650.0,4,3,Furnished,Shahdara,1,14000000,Almost_ready,New_Property,Apartment,3901.0,2003,5,0,1650.0,Average,23,7.0,3.5,8484.848484848484
1150.0,2,2,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1,7300000,Ready_to_move,Resale,Apartment,6347.0,2015,8,0,1150.0,Good,11,4.0,3.0,6347.826086956522
495.1394,1,1,Furnished,Shahdara,1,1900000,Ready_to_move,Resale,Builder_Floor,41304.0,2017,1,0,495.14,Good,9,2.0,4.0,3837.3031917880094
1053.0,3,2,Furnished,"Naveen Shahdara, Shahdara",4,7000000,Ready_to_move,Resale,Builder_Floor,41304.0,2017,5,1,1053.0,Good,9,5.0,5.0,6647.673314339981
810.0,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,Resale,Builder_Floor,,2023,7,0,810.0,Excellent,3,5.0,4.0,7407.407407407408
750.0,1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6400000,Ready_to_move,Resale,Builder_Floor,,2018,7,0,750.0,Excellent,8,3.0,4.0,8533.333333333334
540.0,2,1,Furnished,"Yamuna Vihar, Shahdara",1,2700000,Ready_to_move,New_Property,Apartment,5000.0,2005,9,0,540.0,Average,21,3.0,3.5,5000.0
747.0,2,2,Furnished,"Yamuna Vihar, Shahdara",1,6500000,Ready_to_move,Resale,Builder_Floor,8701.0,1999,12,0,747.0,Fair,27,4.0,3.0,8701.472556894243
720.0,2,1,Unfurnished,"Yamuna Vihar, Shahdara",1,4000000,Ready_to_move,Resale,Builder_Floor,5556.0,2013,8,0,720.0,Good,13,3.0,2.0,5555.555555555556
376.7365,1,1,Semi-Furnished,"Yamuna Vihar, Shahdara",1,3000000,Ready_to_move,New_Property,Apartment,85715.0,2022,13,0,376.74,Excellent,4,2.0,4.0,7963.125420552562
1125.0,2,2,Unfurnished,"Yamuna Vihar, Shahdara",1,5000000,Ready_to_move,Resale,Builder_Floor,4444.0,2024,8,0,1125.0,New,2,4.0,3.0,4444.444444444444
713.0,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,New_Property,Builder_Floor,4444.0,2002,4,0,713.0,Average,24,4.0,2.5,8415.14726507714
360.0,1,1,Unfurnished,"Yamuna Vihar, Shahdara",1,2500000,Ready_to_move,Resale,Builder_Floor,6944.0,2002,4,0,360.0,Average,24,2.0,1.5,6944.444444444444
900.0,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6500000,Ready_to_move,Resale,Apartment,7222.0,1997,5,0,900.0,Fair,29,4.0,2.0,7222.222222222223
713.0,3,1,Unfurnished,"Yamuna Vihar, Shahdara",1,8000000,Ready_to_move,Resale,Apartment,11220.0,2000,9,0,713.0,Fair,26,4.0,1.0,11220.196353436186
504.0,2,1,Furnished,"Yamuna Vihar, Shahdara",1,2700000,Ready_to_move,Resale,Builder_Floor,5357.0,2012,4,0,504.0,Good,14,3.0,4.0,5357.142857142857
70.0,1,2,Unfurnished,"Yamuna Vihar, Shahdara",1,4500000,Ready_to_move,Resale,Apartment,5357.0,2011,14,0,70.0,Good,15,3.0,2.0,64285.71428571428
850.0,3,2,Furnished,"Yamuna Vihar, Shahdara",1,5700000,Ready_to_move,Resale,Builder_Floor,6706.0,2006,8,0,850.0,Average,20,5.0,3.5,6705.882352941177
2430.0,4,3,Furnished,"Yamuna Vihar, Shahdara",1,25000000,Ready_to_move,Resale,Builder_Floor,10288.0,2004,13,0,2430.0,Average,22,7.0,3.5,10288.0658436214
2475.0,3,3,Furnished,"Yamuna Vihar, Shahdara",1,70000000,Ready_to_move,Resale,Builder_Floor,28283.0,2020,11,0,2475.0,Excellent,6,6.0,5.0,28282.828282828283
2970.0,7,4,Furnished,"Yamuna Vihar, Shahdara",1,26500000,Ready_to_move,Resale,Builder_Floor,8923.0,2009,6,0,2970.0,Average,17,11.0,3.5,8922.558922558923
2250.0,3,2,Furnished,"Yamuna Vihar, Shahdara",1,18500000,Ready_to_move,Resale,Builder_Floor,8222.0,2019,4,0,2250.0,Excellent,7,5.0,5.0,8222.222222222223
1500.0,5,3,Furnished,"Yamuna Vihar, Shahdara",1,30000000,Ready_to_move,Resale,Builder_Floor,20000.0,2023,12,0,1500.0,Excellent,3,8.0,5.0,20000.0
1512.0,2,2,Furnished,"Yamuna Vihar, Shahdara",1,22000000,Ready_to_move,Resale,Builder_Floor,14550.0,2005,5,0,1512.0,Average,21,4.0,3.5,14550.26455026455
400.0,2,2,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1,9000000,Ready_to_move,Resale,Builder_Floor,14550.0,2001,4,0,400.0,Average,25,4.0,3.5,22500.0
2160.0,3,3,Furnished,"Yamuna Vihar, Shahdara",1,65000000,Ready_to_move,Resale,Builder_Floor,30093.0,2023,14,0,2160.0,Excellent,3,6.0,5.0,30092.59259259259
630.0,3,2,Furnished,"Yamuna Vihar, Shahdara",1,22500000,Ready_to_move,Resale,Builder_Floor,35714.0,2014,8,0,630.0,Good,12,5.0,4.0,35714.28571428572
324.0,6,3,Furnished,"Yamuna Vihar, Shahdara",1,8700000,Ready_to_move,Resale,Builder_Floor,35714.0,2004,1,0,324.0,Average,22,9.0,3.5,26851.85185185185
720.0,6,5,Furnished,"Yamuna Vihar, Shahdara",1,22000000,Ready_to_move,Resale,Builder_Floor,35714.0,2014,8,0,720.0,Good,12,11.0,4.0,30555.555555555555
675.0,4,2,Furnished,"Yamuna Vihar, Shahdara",2,18500000,Ready_to_move,Resale,Builder_Floor,35714.0,2010,7,1,675.0,Average,16,6.0,4.5,27407.40740740741
700.0,2,1,Furnished,"Yamuna Vihar, Shahdara",2,16000000,Ready_to_move,New_Property,Builder_Floor,22857.0,2022,13,1,700.0,Excellent,4,3.0,5.0,22857.14285714286
675.0,4,3,Furnished,"Yamuna Vihar, Shahdara",2,16000000,Ready_to_move,Resale,Builder_Floor,22857.0,2003,11,1,675.0,Average,23,7.0,4.5,23703.703703703704
720.0,4,2,Furnished,"Yamuna Vihar, Shahdara",2,9000000,Ready_to_move,Resale,Builder_Floor,12500.0,2024,3,1,720.0,New,2,6.0,5.0,12500.0
850.0,2,2,Furnished,"Jyoti Colony, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,12500.0,2023,3,0,850.0,Excellent,3,4.0,5.0,5294.117647058823
801.0,3,2,Semi-Furnished,Laxmi Nagar,1,6000000,Ready_to_move,New_Property,Builder_Floor,,2001,10,0,801.0,Average,25,5.0,2.5,7490.63670411985
450.0,1,2,Unfurnished,Laxmi Nagar,1,2700000,Ready_to_move,Resale,Builder_Floor,,2000,1,0,450.0,Fair,26,3.0,1.0,6000.0
1000.0,3,2,Unfurnished,Laxmi Nagar,1,6500000,Ready_to_move,Resale,Apartment,,2011,5,0,1000.0,Good,15,5.0,2.0,6500.0
990.0,3,2,Unfurnished,Laxmi Nagar,1,4000000,Ready_to_move,Resale,Apartment,4040.0,1997,3,0,990.0,Fair,29,5.0,1.0,4040.40404040404
420.0,2,1,Semi-Furnished,Laxmi Nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,4040.0,2004,1,0,420.0,Average,22,3.0,2.5,6190.476190476191
450.0,2,1,Semi-Furnished,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,7778.0,2008,14,0,450.0,Average,18,3.0,2.5,7777.777777777777
1000.0,2,2,Unfurnished,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,7778.0,2024,2,0,1000.0,New,2,4.0,3.0,7500.0
900.0,3,2,Semi-Furnished,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,7778.0,2024,1,0,900.0,New,2,5.0,4.0,7777.777777777777
800.0,3,2,Semi-Furnished,Laxmi Nagar,1,4500000,Ready_to_move,New_Property,Builder_Floor,7778.0,2000,14,0,800.0,Fair,26,5.0,2.0,5625.0
720.0,3,3,Semi-Furnished,Laxmi Nagar,2,5500000,Ready_to_move,Resale,Builder_Floor,7778.0,2021,3,1,720.0,Excellent,5,6.0,5.0,7638.888888888889
450.0,2,1,Semi-Furnished,Laxmi Nagar,2,2700000,Ready_to_move,New_Property,Builder_Floor,7778.0,1998,13,1,450.0,Fair,28,3.0,3.0,6000.0
675.0,2,2,Furnished,Laxmi Nagar,2,2400000,Ready_to_move,Resale,Builder_Floor,32000.0,2017,1,1,675.0,Good,9,4.0,5.0,3555.5555555555557
1700.0,4,3,Unfurnished,Laxmi Nagar,2,11500000,Ready_to_move,New_Property,Builder_Floor,32000.0,2020,3,1,1700.0,Excellent,6,7.0,4.0,6764.705882352941
550.0,2,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,3600000,Ready_to_move,New_Property,Builder_Floor,32000.0,2021,2,1,550.0,Excellent,5,4.0,4.0,6545.454545454545
387.0,1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,1700000,Ready_to_move,New_Property,Builder_Floor,32000.0,2002,11,1,387.0,Average,24,3.0,2.5,4392.764857881137
450.0,2,1,Unfurnished,"Lalita Park, Laxmi Nagar",2,2500000,Ready_to_move,Resale,Apartment,32000.0,2021,10,1,450.0,Excellent,5,3.0,4.0,5555.555555555556
900.0,4,2,Furnished,Laxmi Nagar,1,6600000,Ready_to_move,Resale,Builder_Floor,32000.0,1999,8,0,900.0,Fair,27,6.0,3.0,7333.333333333333
500.0,2,1,Semi-Furnished,Laxmi Nagar,1,3700000,Ready_to_move,Resale,Builder_Floor,32000.0,2011,4,0,500.0,Good,15,3.0,3.0,7400.0
441.0,2,1,Unfurnished,"Krishan Kunj, Laxmi Nagar",1,3500000,Ready_to_move,Resale,Apartment,32000.0,2009,2,0,441.0,Average,17,3.0,1.5,7936.507936507936
800.0,3,2,Semi-Furnished,"Lalita Park, Laxmi Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,32000.0,2005,9,0,800.0,Average,21,5.0,2.5,6750.0
450.0,2,2,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1,2550000,Ready_to_move,New_Property,Builder_Floor,5666.0,1996,4,0,450.0,Fair,30,4.0,2.0,5666.666666666667
1000.0,3,3,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1,12500000,Ready_to_move,Resale,Builder_Floor,5666.0,2018,9,0,1000.0,Excellent,8,6.0,5.0,12500.0
715.0,2,2,Unfurnished,Laxmi Nagar,1,5600000,Ready_to_move,Resale,Apartment,5666.0,2005,11,0,715.0,Average,21,4.0,1.5,7832.167832167832
600.0,2,2,Unfurnished,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,11667.0,2015,13,0,600.0,Good,11,4.0,2.0,11666.666666666666
540.0,2,1,Unfurnished,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,11667.0,2007,8,0,540.0,Average,19,3.0,1.5,6481.481481481482
312.0,4,4,Furnished,"Bank Enclave, Laxmi Nagar",1,35000000,Ready_to_move,Resale,Apartment,112179.0,2006,1,0,312.0,Average,20,8.0,3.5,112179.48717948717
810.0,3,2,Semi-Furnished,Laxmi Nagar,1,9000000,Ready_to_move,Resale,Builder_Floor,11111.0,2021,5,0,810.0,Excellent,5,5.0,4.0,11111.111111111111
270.0,1,1,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1,2300000,Ready_to_move,Resale,Builder_Floor,11111.0,1998,13,0,270.0,Fair,28,2.0,2.0,8518.518518518518
900.0,3,2,Semi-Furnished,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Builder_Floor,11111.0,2017,8,0,900.0,Good,9,5.0,3.0,6666.666666666667
1000.0,3,2,Unfurnished,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Apartment,11111.0,2017,10,0,1000.0,Good,9,5.0,2.0,6000.0
540.0,2,2,Semi-Furnished,Uttam Nagar,1,2650000,Ready_to_move,New_Property,Builder_Floor,,2007,7,0,540.0,Average,19,4.0,2.5,4907.407407407408
1000.0,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,5510000,Almost_ready,New_Property,Builder_Floor,6111.0,2003,3,0,1000.0,Average,23,5.0,2.5,5510.0
500.0,2,2,Semi-Furnished,Dwarka Mor,1,3200000,Ready_to_move,New_Property,Builder_Floor,6111.0,1996,14,0,500.0,Fair,30,4.0,2.0,6400.0
540.0,2,2,Semi-Furnished,Uttam Nagar West,1,2600000,Ready_to_move,New_Property,Builder_Floor,6111.0,2023,12,0,540.0,Excellent,3,4.0,4.0,4814.814814814815
780.0,3,2,Semi-Furnished,Uttam Nagar,1,4000000,Ready_to_move,New_Property,Builder_Floor,6111.0,2023,15,0,780.0,Excellent,3,5.0,4.0,5128.205128205128
450.0,2,1,Semi-Furnished,Uttam Nagar West,1,1850000,Ready_to_move,New_Property,Builder_Floor,6111.0,2002,13,0,450.0,Average,24,3.0,2.5,4111.111111111111
360.0,1,1,Semi-Furnished,Uttam Nagar,1,1700000,Ready_to_move,New_Property,Builder_Floor,6111.0,1996,5,0,360.0,Fair,30,2.0,2.0,4722.222222222223
900.0,3,2,Semi-Furnished,"SB Residency, Dwarka Mor",1,2800000,Ready_to_move,New_Property,Builder_Floor,6111.0,1999,4,0,900.0,Fair,27,5.0,2.0,3111.1111111111113
495.0,2,2,Semi-Furnished,Uttam Nagar West,1,2150000,Ready_to_move,New_Property,Builder_Floor,6111.0,1997,4,0,495.0,Fair,29,4.0,2.0,4343.434343434344
1200.0,4,3,Semi-Furnished,"SB Residency, Dwarka Mor",1,6800000,Ready_to_move,New_Property,Builder_Floor,6111.0,2020,14,0,1200.0,Excellent,6,7.0,4.0,5666.666666666667
1000.0,3,2,Semi-Furnished,Uttam Nagar,1,6200000,Ready_to_move,New_Property,Builder_Floor,6111.0,2021,9,0,1000.0,Excellent,5,5.0,4.0,6200.0
620.0,2,2,Semi-Furnished,Uttam Nagar,1,3100000,Ready_to_move,New_Property,Builder_Floor,6111.0,2000,7,0,620.0,Fair,26,4.0,2.0,5000.0
680.0,3,2,Semi-Furnished,Dwarka Mor,1,3400000,Ready_to_move,New_Property,Builder_Floor,6111.0,2017,15,0,680.0,Good,9,5.0,3.0,5000.0
805.0,2,2,Unfurnished,"Kiran Garden, Uttam Nagar",1,4000000,Ready_to_move,Resale,Builder_Floor,6111.0,2001,10,0,805.0,Average,25,4.0,1.5,4968.944099378882
729.0,2,2,Semi-Furnished,"Mohan Garden, Razapur Khurd",1,4800000,Ready_to_move,Resale,Builder_Floor,6584.0,2006,14,0,729.0,Average,20,4.0,2.5,6584.3621399176955
540.0,2,2,Semi-Furnished,Uttam Nagar,1,2500000,Ready_to_move,New_Property,Builder_Floor,6584.0,2013,15,0,540.0,Good,13,4.0,3.0,4629.62962962963
360.0,1,1,Semi-Furnished,Uttam Nagar,1,2000000,Ready_to_move,New_Property,Builder_Floor,6584.0,2016,2,0,360.0,Good,10,2.0,3.0,5555.555555555556
550.0,2,2,Semi-Furnished,Uttam Nagar West,1,1900000,Ready_to_move,New_Property,Builder_Floor,6584.0,2021,6,0,550.0,Excellent,5,4.0,4.0,3454.5454545454545
1001.0,3,2,Furnished,"Mitya Homes, Dwarka Mor",1,5800000,Ready_to_move,New_Property,Builder_Floor,5794.0,1997,12,0,1001.0,Fair,29,5.0,3.0,5794.2057942057945
450.0,2,2,Unfurnished,Dwarka Mor,1,2900000,Ready_to_move,Resale,Builder_Floor,5794.0,2001,13,0,450.0,Average,25,4.0,1.5,6444.444444444444
550.0,2,1,Semi-Furnished,Uttam Nagar West,1,2000000,Ready_to_move,New_Property,Builder_Floor,5794.0,2004,3,0,550.0,Average,22,3.0,2.5,3636.3636363636365
550.0,2,2,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1,2600000,Ready_to_move,New_Property,Builder_Floor,5794.0,2004,5,0,550.0,Average,22,4.0,2.5,4727.272727272727
675.0,2,1,Unfurnished,Uttam Nagar,1,2900000,Ready_to_move,Resale,Builder_Floor,5794.0,2024,9,0,675.0,New,2,3.0,3.0,4296.2962962962965
585.0,2,2,Unfurnished,Uttam Nagar,1,3200000,Ready_to_move,Resale,Builder_Floor,5794.0,2018,12,0,585.0,Excellent,8,4.0,3.0,5470.08547008547
810.0,3,2,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,5794.0,2005,2,0,810.0,Average,21,5.0,2.5,6666.666666666667
765.0,3,2,Semi-Furnished,Dwarka Mor,1,3800000,Ready_to_move,Resale,Builder_Floor,5794.0,2024,10,0,765.0,New,2,5.0,4.0,4967.320261437909
70.0,2,3,Furnished,"Patel Nagar South, Patel Nagar",1,8200000,Ready_to_move,New_Property,Builder_Floor,23840.0,2010,5,0,70.0,Average,16,5.0,3.5,117142.85714285714
800.0,3,2,Unfurnished,Patel Nagar West,1,8000000,Ready_to_move,Resale,Builder_Floor,23840.0,2010,4,0,800.0,Average,16,5.0,1.5,10000.0
900.0,3,2,Semi-Furnished,Patel Nagar West,1,9500000,Ready_to_move,Resale,Builder_Floor,23840.0,2008,8,0,900.0,Average,18,5.0,2.5,10555.555555555555
1680.0,4,5,Semi-Furnished,Patel Nagar West,1,20000000,Ready_to_move,Resale,Builder_Floor,23840.0,2000,7,0,1680.0,Fair,26,9.0,2.0,11904.761904761905
900.0,2,2,Furnished,Patel Nagar West,3,7400000,Ready_to_move,Resale,Builder_Floor,23840.0,2023,10,1,900.0,Excellent,3,4.0,5.0,8222.222222222223
2000.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,37500000,Ready_to_move,Resale,Apartment,23840.0,1996,5,0,2000.0,Fair,30,6.0,2.0,18750.0
2000.0,4,4,Semi-Furnished,Patel Nagar West,3,15000000,Ready_to_move,Resale,Builder_Floor,7500.0,2001,13,1,2000.0,Average,25,8.0,3.5,7500.0
1900.0,3,3,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1,55300000,Almost_ready,New_Property,Apartment,7500.0,2002,2,0,1900.0,Average,24,6.0,2.5,29105.263157894737
1530.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,26500000,Ready_to_move,Resale,Builder_Floor,7500.0,2004,13,1,1530.0,Average,22,6.0,3.5,17320.261437908495
100.0,3,2,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,16000000,Ready_to_move,Resale,Apartment,160000.0,1999,1,1,100.0,Fair,27,5.0,3.0,160000.0
900.0,3,2,Furnished,Patel Nagar West,2,10400000,Ready_to_move,Resale,Builder_Floor,11556.0,1996,12,1,900.0,Fair,30,5.0,4.0,11555.555555555555
270.0,1,1,Unfurnished,Patel Nagar West,2,1700000,Ready_to_move,Resale,Builder_Floor,11556.0,2015,6,1,270.0,Good,11,2.0,3.0,6296.2962962962965
950.0,2,2,Semi-Furnished,Patel Nagar West,2,8000000,Ready_to_move,Resale,Builder_Floor,8421.0,2024,6,1,950.0,New,2,4.0,5.0,8421.052631578947
1800.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,27000000,Ready_to_move,Resale,Builder_Floor,8421.0,1999,1,1,1800.0,Fair,27,6.0,3.0,15000.0
1500.0,3,3,Semi-Furnished,Patel Nagar West,2,19500000,Ready_to_move,Resale,Builder_Floor,8421.0,2004,11,1,1500.0,Average,22,6.0,3.5,13000.0
1800.0,3,3,Furnished,"Patel Nagar East, Patel Nagar",3,50000000,Ready_to_move,Resale,Apartment,27778.0,2010,3,1,1800.0,Average,16,6.0,4.5,27777.777777777777
1800.0,3,3,Unfurnished,Patel Nagar West,3,21100000,Ready_to_move,Resale,Builder_Floor,11722.0,2022,10,2,1800.0,Excellent,4,6.0,4.0,11722.222222222223
850.0,2,3,Semi-Furnished,Patel Nagar West,1,5900000,Ready_to_move,Resale,Builder_Floor,24718.0,2016,11,0,850.0,Good,10,5.0,3.0,6941.176470588235
140.0,3,2,Unfurnished,"Punjabi Basti, Patel Nagar",1,12000000,Ready_to_move,New_Property,Builder_Floor,85714.0,2018,13,0,140.0,Excellent,8,5.0,3.0,85714.28571428571
900.0,3,2,Unfurnished,Patel Nagar West,1,12000000,Ready_to_move,Resale,Builder_Floor,13333.0,2012,11,0,900.0,Good,14,5.0,2.0,13333.333333333334
1800.0,3,3,Unfurnished,Patel Nagar West,1,24000000,Ready_to_move,Resale,Apartment,13333.0,2008,5,0,1800.0,Average,18,6.0,1.5,13333.333333333334
200.0,1,1,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,7000000,Ready_to_move,Resale,Apartment,13333.0,2001,12,0,200.0,Average,25,2.0,2.5,35000.0
1782.0,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,15000000,Ready_to_move,Resale,Apartment,8418.0,2021,13,0,1782.0,Excellent,5,6.0,4.0,8417.508417508418
